"resultNumber","lemma","senseNumber","snippet"
"18198","glucosewaarde","1.0","hoeveelheid glucose in het bloed"
"18199","gluiperd","1.0","achterbaks persoon"
"18200","glutamine","0.0",""
"18201","gluurder","1.0",""
"18202","gluursoftware","1.0","software voor controle op computergedrag"
"18203","gluurverhoging","1.0","huurverhoging voor scheefhuurders"
"18204","glycemie","1.0","hoeveelheid glucose in het bloed"
"18205","glycerine","1.0","glycerol"
"18206","glycerine","1.1","glycerinesoort"
"18207","glycerol","1.0","glycerine"
"18208","glykemie","1.0","hoeveelheid glucose in het bloed"
"18209","gnoe","1.0","Afrikaans zoogdier"
"18210","gnoom","1.0","klein fictief wezen"
"18211","gnoom","2.0","klein, lelijk persoon"
"18212","gnosis","1.0","esoterische kennis"
"18213","gnostiek","1.0","ketterse leer"
"18214","goal","1.0",""
"18215","goaltjesdief","1.0",""
"18216","goblincore","1.0","levensstijl gericht op rauwe natuur"
"18217","god/God","A.1.0","goddelijk wezen in het polythe\u00EFsme"
"18218","god/God","A.1.1","als een god vereerde persoon of zaak"
"18219","god/God","A.2.0","opperwezen in het monothe\u00EFsme"
"18220","goddelijkheid","1.0",""
"18221","goddeloosheid","0.0",""
"18222","godendienst","1.0",""
"18223","godendrank","1.0","drank van de Olympische goden"
"18224","godendrank","1.1","heerlijke drank"
"18225","godendrank","1.2","heerlijke dranksoort"
"18226","godenwereld","1.0",""
"18227","godenzoon","1.0",""
"18228","godfather","1.0","hoofd van een maffiafamilie"
"18229","godfather","1.1","hoge crimineel"
"18230","godfather","2.0","toonaangevend persoon"
"18231","godgeleerde","0.0",""
"18232","godgeleerdheid","1.0",""
"18233","godheid","1.0",""
"18234","godin","1.0","vrouwelijke godheid"
"18235","godin","1.1","vrouw die men met een godin vergelijkt"
"18236","godsdienst","1.0",""
"18237","godsdienstbeleving","1.0",""
"18238","godsdienstdocent","1.0","docent godsdienst"
"18239","godsdienstgeschiedenis","0.0",""
"18240","godsdienstigheid","1.0",""
"18241","godsdienstijver","0.0",""
"18242","godsdienstleraar","1.0","docent godsdienst"
"18243","godsdienstles","1.0",""
"18244","godsdienstoefening","1.0",""
"18245","godsdienstonderwijzer","0.0",""
"18246","godsdienstoorlog","1.0",""
"18247","godsdienstplechtigheid","0.0",""
"18248","godsdienstpsychologie","0.0",""
"18249","godsdienstsocioloog","1.0",""
"18250","godsdiensttwist","0.0",""
"18251","godsdienstvrede","0.0",""
"18252","godsdienstvrijheid","1.0",""
"18253","godsdienstwaanzin","0.0",""
"18254","godsdienstwetenschap","1.0",""
"18255","godservaring","1.0",""
"18256","godsgemeenschap","0.0",""
"18257","godsgetuige","0.0",""
"18258","godslamp","1.0",""
"18259","godslastering","1.0","beledigen van god"
"18260","godsstad","1.0",""
"18261","godsverering","1.0",""
"18262","godsvoorstelling","0.0",""
"18263","godsvrede","1.0",""
"18264","godvruchtigheid","0.0",""
"18265","godzaligheid","1.0",""
"18266","goedaardigheid","0.0",""
"18267","goedendag","3.0","historisch slagwapen"
"18268","goederendepot","0.0",""
"18269","goederenexport","0.0",""
"18270","goederenindustrie","0.0",""
"18271","goederenlift","0.0",""
"18272","goederenloods","1.0","loods voor goederenopslag"
"18273","goederenloods","1.1","model van een goederenloods"
"18274","goederenspoorlijn","1.0",""
"18275","goederenstroom","1.0",""
"18276","goederentermijnmarkt","0.0",""
"18277","goederentram","1.0","tram voor goederenvervoer"
"18278","goederentrein","1.0","trein voor goederenvervoer"
"18279","goederenuitvoer","0.0",""
"18280","goederenwagen","0.0",""
"18281","goederenwagon","1.0",""
"18282","goedertierenheid","1.0",""
"18283","Goede Vrijdag","1.0","de vrijdag voor Pasen"
"18284","goedgeefsheid","0.0",""
"18285","goedgelovigheid","1.0",""
"18286","goedgunstigheid","0.0",""
"18287","goedhartigheid","0.0",""
"18288","goedheid","1.0",""
"18289","goedigheid","0.0",""
"18290","goedkeuring","1.0",""
"18291","goedkeuringsprocedure","1.0",""
"18292","goedkeuringstermijn","0.0",""
"18293","goedkeuringswet","0.0",""
"18294","goedkopestoelenmaatschappij","1.0","budgetmaatschappij"
"18295","goedmaking","0.0",""
"18296","goedmens","1.0","persoon die deugdzaam wil lijken"
"18297","goedmoedigheid","0.0",""
"18298","goednieuwsshow","1.0","gunstige voorstelling van zaken"
"18299","goedwillendheid","0.0",""
"18300","goeierd","1.0","goed persoon"
"18301","goesting","1.0",""
"18302","gojibes","1.0","Chinese gezonde bes van de boksdoorn"
"18303","gokautomaat","1.0",""
"18304","gokgelegenheid","0.0",""
"18305","gokhal","1.0",""
"18306","gokkast","1.0",""
"18307","gokker","1.0","iemand die gokt"
"18308","goklust","1.0","lust om te gokken"
"18309","goklustige","1.0","iemand met goklust"
"18310","gokmachine","0.0",""
"18311","gokstad","1.0",""
"18312","goktent","1.0",""
"18313","gokverslaving","1.0",""
"18314","goldendoedel","1.0","kruising tussen golden retriever en poedel"
"18315","golden doodle","1.0","kruising tussen golden retriever en poedel"
"18316","golden goal","1.0","beslissend eerste doelpunt in de verlenging"
"18317","golden retriever","1.0","blonde retriever met een golvende vacht"
"18318","golem","1.0","joodse sagenfiguur"
"18319","golem","2.0","traag, levenloos persoon"
"18320","golem","3.0","vervelend mannetje"
"18321","golf","",""
"18322","golf","",""
"18323","golfbal","1.0",""
"18324","golfbeweging","1.0",""
"18325","golfbreker","1.0","beveiliging tegen de golfwerking"
"18326","golfclub","1.0","golfvereniging"
"18327","golfclub","1.1","accomodatie van een golfvereniging"
"18328","golfclub","2.0","golfstok"
"18329","golflengte","1.0",""
"18330","golfplaat","1.0",""
"18331","golfspeler","1.0","iemand die golf speelt"
"18332","golfsport","1.0",""
"18333","golfstok","0.0",""
"18334","Golfstroom","1.0",""
"18335","golfwedstrijd","0.0",""
"18336","golfwereld","0.0",""
"18337","golving","1.0",""
"18338","gombal","0.0",""
"18339","gomboom","1.0",""
"18340","gondel","1.0","Venetiaanse sloep"
"18341","gondel","2.0","passagiersruimte in een luchtschip"
"18342","gondel","3.0","cabine aan een kabelbaan"
"18343","gondel","4.0","platform voor glazenwassers"
"18344","gondelier","1.0",""
"18345","gong","1.0","slaginstrument"
"18346","gong","1.1","gonggeluid"
"18347","goochelaar","1.0","iemand die goochelt"
"18348","goochelaar","1.1","iemand die zeer behendig is"
"18349","goochelaar","2.0","havikachtige roofvogel"
"18350","goochelarij","1.0",""
"18351","goocheldoos","1.0",""
"18352","goochelkunst","0.0",""
"18353","goochelschool","1.0","school om te leren goochelen"
"18354","goocheltruc","1.0",""
"18355","goodiebag","1.0","tas met promotieartikelen"
"18356","goodwillreis","1.0",""
"18357","Gooier/gooier","1.0","iemand uit het Gooi"
"18358","Gooier/gooier","1.1","lid e.d. van een club uit het Gooi"
"18359","Gooier/gooier","2.0","iemand die iets gooit"
"18360","Gooier/gooier","2.1","werper in een sport of spel"
"18361","Gooise","1.0","vrouw uit het Gooi"
"18362","gootpijp","0.0",""
"18363","gootsteen","1.0",""
"18364","gordel","1.0",""
"18365","gordelplicht","1.0","plicht om een autogordel te dragen"
"18366","gordelriem","0.0",""
"18367","gordijnairbag","1.0","airbag boven de zijruiten"
"18368","gordijnjaloezie","1.0",""
"18369","gordijnkoord","0.0",""
"18370","gordijnring","1.0",""
"18371","gordijnstemmer","1.0","iemand die iets anders stemt dan hij zegt"
"18372","gorilla","1.0","grootste mensaap"
"18373","gorilla","1.1","diersoort der gorilla's"
"18374","gorilla","1.2","grote, sterke, man"
"18375","gorilla","1.3","lijfwacht; ingehuurde geweldenaar"
"18376","gors","1.0","zangvogel"
"18377","gors","2.0","aangeslibd land"
"18378","gortigheid","0.0",""
"18379","gospelgroep","1.0",""
"18380","gospelmuziek","1.0",""
"18381","gospelplaat","0.0",""
"18382","gospelsong","0.0",""
"18383","gospelzanger","0.0",""
"18384","gossip","1.0","roddel"
"18385","gouda","1.0",""
"18386","goudbrasem","1.0","goudkleurige zeebrasem"
"18387","goudbrasem","1.1","goudbrasem als voedsel"
"18388","gouddekking","1.0",""
"18389","gouden eeuw/Gouden Eeuw","1.0","eeuw die als zeer succesrijk geldt"
"18390","gouden eeuw/Gouden Eeuw","2.0","zeventiende eeuw"
"18391","goudenmedaillewinnaar","1.0","(sport) winnaar van de gouden medaille"
"18392","goudenmedaillewinnaar","1.1","(algemener) winnaar van de gouden medaille"
"18393","goudenregen","0.0",""
"18394","goudentruidrager","1.0","wielrenner die de gouden trui draagt"
"18395","goudfazant","1.0","gekleurde kraagfazant met gele kam"
"18396","goudhamster","1.0","soort hamster"
"18397","goudhamster","2.0","persoon of instantie die goudreserves aanlegt"
"18398","goudhandel","0.0",""
"18399","goudhandelaar","0.0",""
"18400","goudkarper","0.0",""
"18401","goudkat","1.0","katachtige met rode vacht"
"18402","goudkleur","0.0",""
"18403","goudklomp","0.0",""
"18404","goudkorrel","1.0",""
"18405","goudmakreel","1.0","zoutwatervis"
"18406","goudmakreel","1.1","goudmakreel als voedsel"
"18407","goudmarkt","0.0",""
"18408","goudmol","1.0","gravend zoogdier"
"18409","goudplevier","1.0","goudkleurige plevier"
"18410","goudpoeder","",""
"18411","goudprijs","1.0",""
"18412","goudproducent","0.0",""
"18413","goudproductie","0.0",""
"18414","goudreserve","1.0",""
"18415","goudschaal","1.0",""
"18416","goudschat","1.0",""
"18417","Goudse","1.0","vrouw uit Gouda"
"18418","Goudse","1.1","vrouw van een sportclub e.d. uit Gouda"
"18419","Goudse","2.0","Goudse kaas"
"18420","goudsmid","1.0",""
"18421","goudstaaf","1.0",""
"18422","goudverkoop","1.0","verkoop van goud"
"18423","goudverkoop","2.0","verkoop van goud door of aan juweliers"
"18424","goudvink","1.0","stevige rozerode vink"
"18425","goudvink","1.1","persoon die veel geld heeft"
"18426","goudvis","1.0","oranje vis, vaak als huisdier"
"18427","goudvis","1.1","afbeelding van een goudvis"
"18428","goudvis","2.0","getalenteerde zwemmer"
"18429","goudviskom","",""
"18430","goudvissenkom","",""
"18431","goudvoorraad","1.0",""
"18432","goudwaarde","0.0",""
"18433","goudwinning","0.0",""
"18434","goudzoeker","1.0","iemand die goud zoekt"
"18435","gouvernementsambtenaar","0.0",""
"18436","gouvernementsgeneesheer","0.0",""
"18437","gouverneur","1.0","bestuurder van een rijksdeel"
"18438","gouverneur","1.1","ambtsdrager van een provincie"
"18439","gouverneur","1.2","Nederlandse functionaris tot 1850"
"18440","gouverneur","1.3","Limburgse CdK"
"18441","gouverneur","2.0","hoofd van een centrale bank"
"18442","gouverneur","3.0","Rotaryleider"
"18443","gouverneur-generaal","1.0",""
"18444","gouw","1.0","provincie; landstreek"
"18445","gouwbond","0.0",""
"18446","gouwdag","0.0",""
"18447","Gouwenaar/gouwenaar","1.0","iemand uit Gouda"
"18448","Gouwenaar/gouwenaar","2.0","soort konijn"
"18449","gpf","1.0","gebiedsgebonden politiefunctionaris"
"18450","gpf'er","1.0","gebiedsgebonden politiefunctionaris"
"18451","gps-schoen","1.0","schoen met gps-technologie"
"18452","graad","1.0",""
"18453","graadmeter","1.0",""
"18454","graadverdeling","1.0",""
"18455","graafbij","1.0","bij die graaft"
"18456","graafmachine","1.0",""
"18457","graafwerkzaamheden","1.0",""
"18458","graafwesp","0.0",""
"18459","graagte","1.0",""
"18460","graaicultuur","1.0","cultuur bepaald door hebzucht"
"18461","graaiflatie","1.0","prijsverhoging uit winstbejag"
"18462","graaispaarder","1.0","spaarder die op snelle rentewinst uit is"
"18463","graaitaks","1.0","belastingheffing voor topmanagers"
"18464","graalroman","0.0",""
"18465","graanboer","0.0",""
"18466","graancirkel","1.0","cirkel van platgedrukt graan"
"18467","graanexport","0.0",""
"18468","graanhandelaar","0.0",""
"18469","graanjenever","1.0",""
"18470","graankorrel","1.0",""
"18471","graanleverantie","0.0",""
"18472","graanmarkt","1.0",""
"18473","graanopbrengst","0.0",""
"18474","graanprijs","1.0",""
"18475","graanproducent","0.0",""
"18476","graanproductie","0.0",""
"18477","graanschuur","1.0",""
"18478","graansilo","1.0",""
"18479","graansoort","1.0",""
"18480","graanteelt","0.0",""
"18481","graanzolder","1.0","zolder voor graanopslag"
"18482","graat","1.0",""
"18483","grabbelaar","0.0",""
"18484","grabbelton","1.0",""
"18485","gracht","1.0",""
"18486","grachtengordel","1.0",""
"18487","gradatie","1.0",""
"18488","gradi\u00EBnt","1.0","verloop van een grootheid"
"18489","grafelijkheid","0.0",""
"18490","graffitikunstenaar","0.0",""
"18491","graffitischrijver","0.0",""
"18492","graficus","1.0","grafisch kunstenaar"
"18493","graficus","2.0","grafisch ontwerper"
"18494","grafkamer","1.0",""
"18495","grafkelder","1.0","kelder als begraafplaats"
"18496","grafkerk","1.0",""
"18497","grafkist","1.0",""
"18498","grafkrans","0.0",""
"18499","grafkuil","0.0",""
"18500","graflegging","1.0",""
"18501","graflucht","0.0",""
"18502","grafmaker","1.0","iemand die graven maakt"
"18503","grafologie","1.0","studie van handschrift"
"18504","grafoloog","1.0","beoefenaar van grafologie"
"18505","grafplaat","0.0",""
"18506","grafrede","1.0",""
"18507","grafrust","0.0",""
"18508","grafschenner","1.0","iemand die een graf beschadigt"
"18509","grafschennis","1.0",""
"18510","grafsteen","1.0",""
"18511","grafstem","1.0",""
"18512","grafstemming","1.0","zeer sombere stemming"
"18513","grafvaas","0.0",""
"18514","grafzuil","1.0",""
"18515","grammatica","1.0",""
"18516","grammofoonmuziek","0.0",""
"18517","grammofoonnaald","0.0",""
"18518","grammofoonplaat","1.0","zwarte schijf van vinyl"
"18519","gramschap","1.0",""
"18520","granaat","1.0","explosief projectiel"
"18521","granaat","2.1","steentje van granaat"
"18522","granaataanval","0.0",""
"18523","granaatappel","1.0","vrucht met eetbare rode pitjes"
"18524","granaatappel","1.1","granaatappelplant"
"18525","granaatappel","1.2","voorstelling van een granaatappel"
"18526","granaatboom","1.0",""
"18527","granaatcamera","1.0","projectielbol met lenzen en zender"
"18528","granaatcamera","2.0","camera ter afschrikking van aanslagplegers"
"18529","granaathuls","0.0",""
"18530","granaatsplinter","1.0",""
"18531","granaatwurger","1.0","beschermingsnet tegen granaten"
"18532","grand-prixwedstrijd","",""
"18533","grandslamtitel","1.0",""
"18534","grandslamzege","0.0",""
"18535","granfluencer","1.0","oudere influencer"
"18536","granman","1.0",""
"18537","granny smith","1.0","friszure groene appel"
"18538","grannysmithappel","0.0",""
"18539","grap","1.0",""
"18540","grapdichtheid","0.0",""
"18541","grapefruit","1.0","grote citrusvrucht"
"18542","grapefruit","1.1","grapefruits of vruchtvlees daarvan"
"18543","grapjas","1.0",""
"18544","grappenmaker","1.0","iemand die grappen maakt"
"18545","grappenmaker","2.0","beroepskomiek"
"18546","grappenmaker","3.0","iemand die mensen beetneemt"
"18547","grappenmaker","4.0","iemand die flauwekul vertelt"
"18548","grappigheid","1.0",""
"18549","grasbaan","1.0",""
"18550","grasbaanrace","1.0",""
"18551","grasberm","1.0",""
"18552","grasbij","1.0","soort zandbij"
"18553","grasboter","0.0",""
"18554","grasbuik","0.0",""
"18555","grasdrogerij","0.0",""
"18556","grasgang","1.0","strook gras voor de afvoer van water"
"18557","grashaak","1.0",""
"18558","grashalm","1.0",""
"18559","grasharing","0.0",""
"18560","graskaas","0.0",""
"18561","graskant","1.0",""
"18562","graskarper","1.0","plantenetende zoetwatervis"
"18563","graskarper","1.1","graskarper als voedsel"
"18564","grasklaver","1.0",""
"18565","grasleeuwerik","1.0","boompieper"
"18566","grasluis","1.0",""
"18567","grasmaaier","1.0",""
"18568","grasmaaimachine","0.0",""
"18569","grasmaand","0.0",""
"18570","grasmachine","0.0",""
"18571","grasmat","1.0",""
"18572","grasmus","1.0","inheemse zangvogel"
"18573","grasparkiet","1.0","kleine, papegaaiachtige vogel"
"18574","graspieper","1.0","bruine zangvogel die op grasland leeft"
"18575","grasplant","0.0",""
"18576","graspol","1.0",""
"18577","grasroller","0.0",""
"18578","grasschaar","0.0",""
"18579","grasscheut","0.0",""
"18580","grassoort","1.0",""
"18581","grasspriet","1.0",""
"18582","grassteppe","0.0",""
"18583","grasvlakte","1.0",""
"18584","graszode","1.0",""
"18585","gratie","1.0",""
"18586","gratieverlening","0.0",""
"18587","gratificatie","1.0",""
"18588","gratispolitiek","1.0","politiek van gratis voorzieningen bieden"
"18589","grauwheid","1.0",""
"18590","grauwsluier","1.0",""
"18591","graveerder","0.0",""
"18592","graveerkunst","1.0","kunst van het graveren"
"18593","graveernaald","1.0","stift of beitel met een scherpe punt van metaal, diamant e.d., waarmee men in harde materialen zoals metaal, glas, hout enz. afbeeldingen en tekst grift of uitsteekt"
"18594","graveertechniek","1.0","techniek van het graveren"
"18595","gravelbaan","0.0",""
"18596","gravelbike","1.0","fiets voor verhard en onverhard terrein"
"18597","gravelfiets","1.0","fiets voor verhard en onverhard terrein"
"18598","gravelspecialist","1.0",""
"18599","gravelspeler","0.0",""
"18600","graver","1.0","iemand die graaft"
"18601","graver","1.1","graafmachine"
"18602","graver","2.0","dier dat graaft"
"18603","gravering","0.0",""
"18604","graves","1.0","ziekte van de schildklier"
"18605","graveur","1.0","iemand die graveert"
"18606","graveur","2.0","iemand die gravures maakt"
"18607","gravin","1.0",""
"18608","gravitatie","1.0",""
"18609","gravure","1.0","grafisch proced\u00E9"
"18610","gravure","2.0","gegraveerde plaat of blok"
"18611","gravure","3.0","afdruk van een gravure"
"18612","gravure","4.0","gegraveerde inscriptie"
"18613","grazer","1.0","dier dat graast"
"18614","greenfluencer","1.0","influencer die groene levensstijl promoot"
"18615","greenhushing","1.0","verzwijging van eigen duurzaamheid"
"18616","greenwashing","1.0","het milieuvriendelijk voordoen van iets"
"18617","Greenwichtijd","1.0","wereldtijd"
"18618","greep","1.0",""
"18619","grenadier","1.0",""
"18620","grenadine","1.0","vruchtensiroop"
"18621","grenadine","1.1","limonade"
"18622","grendel","1.0",""
"18623","grens","1.0",""
"18624","grensarbeider","1.0",""
"18625","grensbewaker","1.0",""
"18626","grensbewaking","1.0",""
"18627","grensbewoner","1.0","iemand die bij een landsgrens woont"
"18628","grensboer","0.0",""
"18629","grenscontrole","1.0",""
"18630","grenscorrectie","1.0",""
"18631","grensgevangenis","0.0",""
"18632","grensoorlog","1.0",""
"18633","grensoverschrijding","1.0",""
"18634","grenspaal","1.0",""
"18635","grenspolitie","1.0",""
"18636","grensprovincie","1.0",""
"18637","grensrechter","1.0","assistent van de scheidsrechter"
"18638","grensregeling","0.0",""
"18639","grensrivier","1.0",""
"18640","grensschending","1.0",""
"18641","grenssituatie","0.0",""
"18642","grenssoldaat","0.0",""
"18643","grensstad","1.0",""
"18644","grenstroepen","1.0",""
"18645","grenstsaar","1.0","hoge functionaris voor grensbewaking"
"18646","grensvervaging","0.0",""
"18647","grenswaarde","1.0",""
"18648","grenswachter","1.0","bewaker van een landsgrens"
"18649","grenswijziging","1.0",""
"18650","greppel","1.0",""
"18651","gretigheid","1.0",""
"18652","grexit","1.0","Griekse uittreding uit de eurozone"
"18653","grief","1.0",""
"18654","Griek/griek","1.0","iemand uit Griekenland"
"18655","Griek/griek","2.0","inwoner van het oude Griekenland"
"18656","Griek/griek","3.0","Grieks restaurant"
"18657","Griekse","1.0","vrouw uit Griekenland"
"18658","Griekse","2.0","inwoonster van het oude Griekenland"
"18659","griend","1.0","drassig natuurgebied met takken"
"18660","griend","1.1","gewas bestaande uit loten"
"18661","griend","2.0","grote, donkere dolfijn"
"18662","griep","1.0","virusziekte die de luchtwegen infecteert"
"18663","griepaanval","1.0",""
"18664","griepgolf","0.0",""
"18665","grieppati\u00EBnt","0.0",""
"18666","griepremmer","1.0","middel om griepverschijnselen te verlichten"
"18667","griepvaccinatie","0.0",""
"18668","griesmeelpudding","1.0",""
"18669","griet","1.0",""
"18670","grietjebie","1.0","Surinaamse zangvogel"
"18671","grietman","",""
"18672","grievenbus","0.0",""
"18673","grieventrommel","0.0",""
"18674","griezel","1.0",""
"18675","griezelfilm","1.0",""
"18676","griezelroman","0.0",""
"18677","griffioen","1.0","fabeldier"
"18678","griffioen","1.1","voorstelling van een griffioen"
"18679","grijns","1.0",""
"18680","grijpstaartaap","0.0",""
"18681","grijsaard","1.0","oudere man met grijs haar"
"18682","grijsheid","1.0",""
"18683","grijsweger","1.0","compromiszoeker"
"18684","grijze scheiding","1.0","echtscheiding op latere leeftijd"
"18685","grijzigheid","0.0",""
"18686","grill","1.0",""
"18687","grille","1.0","rooster aan een auto"
"18688","grille","2.0","hekwerk"
"18689","grilligheid","1.0",""
"18690","grillpan","1.0",""
"18691","grimmigheid","1.0",""
"18692","grindweg","0.0",""
"18693","grindwinning","1.0",""
"18694","grivet","1.0","groene meerkat"
"18695","grivetaap","1.0","groene meerkat"
"18696","grizzly","1.0","bruine beer uit Amerika"
"18697","groefbij","1.0","bij met een groef"
"18698","groei","1.0",""
"18699","groeiachterstand","1.0",""
"18700","groeibevorderaar","1.0",""
"18701","groeibon","",""
"18702","groeidoelstelling","1.0",""
"18703","groei-economie","1.0","economie die groeit"
"18704","groeier","1.0",""
"18705","groei-explosie","0.0",""
"18706","groeifase","1.0",""
"18707","groeigroep","0.0",""
"18708","groeihypotheek","1.0","hypotheek voor starters"
"18709","groei-impuls","",""
"18710","groei-industrie","",""
"18711","groeikans","1.0",""
"18712","groeikracht","1.0",""
"18713","groeimarkt","1.0",""
"18714","groeimogelijkheid","1.0","mogelijkheid om in belang toe te nemen"
"18715","groeimogelijkheid","2.0","mogelijkheid om in omvang toe te nemen"
"18716","groeimogelijkheid","3.0","mogelijkheid om ergens te groeien"
"18717","groeimogelijkheid","4.0","mogelijkheid om carri\u00E8re te maken"
"18718","groeimogelijkheid","5.0","mogelijkheid om zich te ontwikkelen"
"18719","groeimotor","0.0",""
"18720","groeinorm","0.0",""
"18721","groeiperiode","1.0","groeitijd"
"18722","groeiperiode","2.0","periode met een positieve toename"
"18723","groeiprognose","1.0",""
"18724","groeiraming","1.0",""
"18725","groeisnelheid","1.0",""
"18726","groeistad","1.0",""
"18727","groeistimulering","0.0",""
"18728","groeistoornis","1.0",""
"18729","groeitijd","1.0","hoeveelheid tijd om te groeien"
"18730","groeitijd","2.0","tijd van groei"
"18731","groeitijd","3.0","tijd met een positieve toename"
"18732","groeiversnelling","1.0",""
"18733","groeivertraging","1.0",""
"18734","groeiverwachting","1.0",""
"18735","groeivoorspelling","1.0",""
"18736","groeiwoning","1.0","woning die kan meegroeien met zijn bewoners"
"18737","groeizaamheid","0.0",""
"18738","groenafval","0.0",""
"18739","groenbemesting","0.0",""
"18740","groendienst","1.0",""
"18741","groenetruidrager","1.0","wielrenner die de groene trui draagt"
"18742","groenflatie","1.0","inflatie als gevolg van energietransitie"
"18743","groenhartboom","1.0","tropische boom"
"18744","groenheid","0.0",""
"18745","Groenlander","1.0","iemand uit Groenland"
"18746","Groenlandse","1.0","vrouw uit Groenland"
"18747","groenling","1.0","olijfgroene zangvogel"
"18748","groenmarkt","1.0",""
"18749","groenpluk","1.0","indienstneming van onopgeleide jongeren"
"18750","groenregeling","1.0",""
"18751","groenstructuur","0.0",""
"18752","groente","1.0","groentegewas"
"18753","groente","2.0","groentegewassen"
"18754","groenteafval","0.0",""
"18755","groenteboer","1.0","verkoper van groente"
"18756","groenteboer","1.1","winkel van een groenteboer"
"18757","groentecupcake","1.0","cupcake met groente"
"18758","groentehal","0.0",""
"18759","groentehandelaar","0.0",""
"18760","groentekar","0.0",""
"18761","groentekist","1.0",""
"18762","groentekweker","0.0",""
"18763","groenteman","1.0","groentewinkelier"
"18764","groenteman","1.1","winkel van een groenteman; groentewinkel"
"18765","groentemarkt","1.0",""
"18766","groentesalade","1.0",""
"18767","groentesoep","1.0",""
"18768","groenteteelt","1.0","teelt van groente"
"18769","groenteteler","1.0","teler van groente"
"18770","groentetuin","1.0",""
"18771","groenteveiling","1.0",""
"18772","groentevrouw","0.0",""
"18773","groentewinkel","1.0","winkel voor aardappelen, groente en fruit"
"18774","groentewinkel","1.1","gebouw van een groentewinkel"
"18775","groentewinkelier","1.0","uitbater van een groentewinkel"
"18776","groentezaak","1.0","winkel waar aardappelen, groente en fruit verkocht wordt"
"18777","groentezaak","1.1","gebouw van een groentezaak"
"18778","groentijd","1.0","periode van ontgroening"
"18779","groenvoorziening","1.0",""
"18780","groenvrijwilliger","1.0","vrijwilliger voor groenonderhoud"
"18781","groenzucht","1.0","overdreven neiging om te vergroenen"
"18782","groep","1.0",""
"18783","groepachter","1.0","leerling van de achtste groep"
"18784","groepdrie\u00EBr","1.0","leerling van de derde groep"
"18785","groepener","1.0","leerling van de eerste groep"
"18786","groepering","1.0",""
"18787","groepsactiviteit","1.0",""
"18788","groepsapp","1.0","groepsgesprek via een chatapp"
"18789","groepsapp","2.0","groep chatappgebruikers"
"18790","groepsapp","3.0","applicatie voor een specifieke groep mensen"
"18791","groepsbijeenkomst","1.0",""
"18792","groepsbinding","0.0",""
"18793","groepsblog","1.0","blog van een groep"
"18794","groepsblogger","1.0","iemand die bijdraagt aan een groepsblog"
"18795","groepscommandant","0.0",""
"18796","groepscriminaliteit","0.0",""
"18797","groepscultuur","1.0",""
"18798","groepsdirecteur","0.0",""
"18799","groepsdiscussie","1.0",""
"18800","groepsdocent","1.0","groepsleraar"
"18801","groepsdocent","2.0","tutor"
"18802","groepsdruk","0.0",""
"18803","groepsdwang","0.0",""
"18804","groepsexpositie","0.0",""
"18805","groepsfoto","1.0",""
"18806","groepsgenoot","1.0",""
"18807","groepsgrootte","1.0",""
"18808","groepshuisvesting","1.0",""
"18809","groepsimmuniteit","1.0","immuniteit opgebouwd door een groep"
"18810","groepsindeling","1.0",""
"18811","groepsleerkracht","1.0","groepsleraar"
"18812","groepsleider","1.0",""
"18813","groepsleiding","1.0",""
"18814","groepsleraar","1.0","groepsleerkracht"
"18815","groepsles","0.0",""
"18816","groepsnaam","1.0",""
"18817","groepsnorm","1.0",""
"18818","groepsomzet","1.0",""
"18819","groepsreis","1.0",""
"18820","groepssafari","1.0","safari met een groep"
"18821","groepsseks","0.0",""
"18822","groepssituatie","0.0",""
"18823","groepssolidariteit","0.0",""
"18824","groepsstructuur","0.0",""
"18825","groepstaal","",""
"18826","groepstentoonstelling","1.0",""
"18827","groepstherapie","1.0",""
"18828","groepstraining","0.0",""
"18829","groepsverkrachting","1.0",""
"18830","groepsverzekering","1.0",""
"18831","groepsvoorzitter","1.0","voorzitter van een groepsbestuur"
"18832","groepsvorming","1.0",""
"18833","groepswedstrijd","1.0","wedstrijd in de groepsfase van een toernooi"
"18834","groepswinnaar","1.0",""
"18835","groepswinst","1.0",""
"18836","groepswoning","0.0",""
"18837","groeptaal","",""
"18838","groeptwee\u00EBr","1.0","leerling van de tweede groep"
"18839","groepvierer","1.0","leerling van de vierde groep"
"18840","groepvijver","1.0","leerling van de vijfde groep"
"18841","groepzesser","1.0","leerling van de zesde groep"
"18842","groepzevener","1.0","leerling van de zevende groep"
"18843","groet","1.0",""
"18844","grofheid","1.0",""
"18845","grofsmid","0.0",""
"18846","grofte","0.0",""
"18847","grogstem","0.0",""
"18848","grommelpot","0.0",""
"18849","grompot","0.0",""
"18850","grond","1.0","aardoppervlak of vloer"
"18851","grond","2.0","bovenste aardlaag"
"18852","grond","3.0","aarde"
"18853","grond","3.1","soort grond"
"18854","grond","4.0","land"
"18855","grond","5.0","ondergrond"
"18856","grond","6.0","grondslag"
"18857","grond","7.0","wezen; kern"
"18858","grond","8.0","voedingsbodem"
"18859","grondaankoop","1.0",""
"18860","grondaanwinning","1.0",""
"18861","grondbelasting","1.0",""
"18862","grondbeschikking","1.0",""
"18863","grondbetekenis","0.0",""
"18864","grondbewerking","0.0",""
"18865","grondbezitter","1.0","bezitter van grond"
"18866","grondboor","0.0",""
"18867","grondboring","0.0",""
"18868","gronddoelraket","0.0",""
