"resultNumber","lemma","senseNumber","snippet"
"300","bouillon","1.0","aftreksel van vlees, groenten of vis"
"301","bouillon","1.1","geconcentreerde bouillon"
"302","bouillon","1.3","consomm\u00E9"
"303","bouillon","1.4","drinkbouillon"
"304","bourgogne/Bourgogne","2.0","wijn uit de Bourgogne"
"305","bourgognewijn","1.0","wijn uit de streek van Bourgondi\u00EB"
"306","bouwvocht","0.0",""
"307","bovenwater","0.0",""
"308","braadsap","0.0",""
"309","braadvocht","0.0",""
"310","braadworst","1.1","<i>braadworst</i> als stof"
"311","braakgas","0.0",""
"312","braakpoeder","",""
"313","braaksel","1.0",""
"314","brandewijn","1.0","sterkedrank gedistilleerd uit wijn e.d."
"315","brandstof","1.0",""
"316","braziel","",""
"317","brazielhout","0.0",""
"318","breeuwwerk","0.0",""
"319","breezer","1.0","alcoholhoudend mixdrankje"
"320","breindoping","1.0","medicijnen voor examenperiodes"
"321","briefpapier","1.0",""
"322","brik","3.1","steenpuin"
"323","broccoli","1.0","groene groente die verwant is aan de bloemkool"
"324","broccomole","1.0","guacamole van broccoli"
"325","broeikasgas","1.0",""
"326","brongas","0.0",""
"327","brons","1.0",""
"328","bronwater","1.0",""
"329","brood","1.0","voedsel dat bestaat uit gebakken brooddeeg"
"330","brood","1.1","avondmaalsbrood"
"331","broodsuiker","0.0",""
"332","broodverbeteraar","1.0","bepaalde stof in brood"
"333","broom","1.0","chemisch element"
"334","broomverbinding","0.0",""
"335","broomzilverpapier","0.0",""
"336","brouwsel","1.0",""
"337","bruinbrood","1.0","bruin brood"
"338","bruinebonensoep","0.0",""
"339","bruispoeder","",""
"340","bubbelthee","1.0","Taiwanese zoete theemix"
"341","buiswater","0.0",""
"342","bulgur","1.0","graanproduct uit tarwe"
"343","burrata","1.0","kaas van mozzarella en room"
"344","buskruit","1.0","zwart ontplofbaar poeder"
"345","butaangas","0.0",""
"346","butagas","0.0",""
"347","cacao","1.0","cacaobonen"
"348","cacao","2.0","basisbestanddeel van chocolade"
"349","cacao","3.0","cacaopoeder"
"350","cacao","4.0","cacaodrank"
"351","cacaoboter","1.0",""
"352","cacaopoeder","1.0",""
"353","cafe\u00EFne","1.0","stimulerende stof in koffie e.d."
"354","caff\u00E8 latte","1.0","koffie met veel melk"
"355","caipirinha","1.0","cocktail van cacha\u00E7a, limoensap en suiker"
"356","cake","1.1","cake als stofnaam"
"357","cake","2.0","iets wat op (een) cake lijkt"
"358","cakemeel","0.0",""
"359","calamari","1.0","gefrituurde inktvisringen"
"360","calqueerpapier","0.0",""
"361","canard","1.0","eendenvlees"
"362","caoutchouc","A.1.0","rubber"
"363","caoutchouc","A.1.2","kauwgom"
"364","cappuccino","1.0","koffie met melkschuim"
"365","carbid","1.0","calciumcarbide"
"366","carbolineum","1.0","bederfwerende vloeistof"
"367","carbonpapier","1.0",""
"368","case\u00EFne","1.0","kaasstof"
"369","case\u00EFne","1.1","deeltje kaasstof"
"370","cassata-ijs","0.0",""
"371","cava","1.0","Spaanse mousserende wijn"
"372","c\u00E9c\u00E9mel","1.0","chocolademelk"
"373","cederhout","1.0",""
"374","cellofaanpapier","0.0",""
"375","celsap","0.0",""
"376","celvocht","0.0",""
"377","cement","1.0",""
"378","cetomacrogolzalf","1.0","vette basiszalf bij huidproblemen"
"379","ceylon","1.0","ceylonthee"
"380","ceylonthee","1.0","geurige, zwarte thee uit Sri Lanka"
"381","ceylonthee","2.0","drank van geurige, zwarte thee"
"382","cfk","1.0",""
"383","chai","1.0","kruidige thee met specerijen"
"384","chai latte","1.0","kruidige thee met melk"
"385","champagne/Champagne","2.0","mousserende wijn uit de Champagne"
"386","champagne/Champagne","2.1","schuimwijn"
"387","champagnewijn","0.0",""
"388","chartreuse","1.0","soort likeur"
"389","chartreuse","2.0","gerecht"
"390","chateau migraine","1.0","slechte wijn"
"391","cheddar","1.0","donkergele kaas uit Cheddar"
"392","chianti/Chianti","1.0","Italiaanse wijn"
"393","chiazaad","1.0","zaad van de chiaplant"
"394","chilipoeder","0.0",""
"395","chinchilla","2.0","bont van de chinchilla"
"396","chipolata-ijs","0.0",""
"397","chloor","1.0",""
"398","chloorfluorkoolstofverbinding","0.0",""
"399","chloorgas","1.0",""
"400","chloorverbinding","0.0",""
"401","chloorwater","1.0",""
"402","chloride","1.0","chloorverbinding"
"403","chloroform","1.0","vloeistof met een bedwelmende werking"
"404","chlorofyl","1.0","bladgroen"
"405","chlorofyl","2.0","voedingsadditief E140"
"406","choco","1.0","chocolademelk"
"407","choco","2.0","chocoladepasta"
"408","chocola","1.0","stof gemaakt uit cacaobonen"
"409","chocola","2.0","chocoladedrank"
"410","chocolade","1.0","stof gemaakt uit cacaobonen"
"411","chocolade","2.0","chocoladedrank"
"412","chocolade-ijs","0.0",""
"413","chocolademelk","1.0","melk met chocolade of cacao en suiker"
"414","chocolademousse","1.0","mousse van chocolade"
"415","chocoladetaart","1.1","chocoladetaart als stofnaam"
"416","chocomel \u00AE","1.0","chocolademelk"
"417","chocomelk","1.0","chocolademelk"
"418","chocopasta","1.0","smeerbare pasta van cacaopoeder e.d."
"419","choucroute","1.0","zuur gemaakte wittekool"
"420","chrysotiel","1.0",""
"421","chutney","1.0","zoetzuur bijgerecht"
"422","chutney","1.1","vari\u00EBteit van chutney"
"423","cider","1.0","drank van vergist vruchtensap"
"424","cipressenhout","0.0",""
"425","cisternwater","0.0",""
"426","citroen","2.0","citroen als stof"
"427","citroengras","1.1","halmen van citroengras"
"428","citroenhout","0.0",""
"429","citroenjenever","0.0",""
"430","citroensap","1.0","sap van een citroen"
"431","citroenthee","0.0",""
"432","citroenzuur","1.0","zuur van citrusvruchten"
"433","civet","2.0","ragout"
"434","civet","3.0","geurstof"
"435","closetpapier","1.0","papier voor gebruik op het closet"
"436","coffe\u00EFne","1.0","cafe\u00EFne"
"437","cokes","1.0","brandstof op basis van steenkool"
"438","cola","1.0",""
"439","collageenpoeder","1.0","voedingssupplement uit geconcentreerd collageen"
"440","collageensupplement","1.0","voedingssupplement uit geconcentreerd collageen"
"441","collo\u00EFde","1.1","fijne stof"
"442","coltan","1.0","erts dat columbiet en tantaliet bevat"
"443","compost","1.0",""
"444","compote","1.0","grove vruchtenmoes met stukjes"
"445","compote","1.1","appelcompote of appelmoes"
"446","concealer","1.0","make-up die oneffenheden camoufleert"
"447","condensatiewater","0.0",""
"448","condenswater","0.0",""
"449","confituur","1.0","zoet broodbeleg van vruchten"
"450","conflictgrondstof","1.0","grondstof uit conflictgebied"
