"resultNumber","lemma","senseNumber","snippet"
"7631","beroerdheid","0.0",""
"7632","beroerdigheid","0.0",""
"7633","beroering","1.0",""
"7634","beroerte","1.0","hersenbloeding"
"7635","berooidheid","0.0",""
"7636","beroving","1.0",""
"7637","beruchtheid","0.0",""
"7638","berufsverbot","0.0",""
"7639","berusting","1.0",""
"7640","bes","B.1.0","verlaagde b"
"7641","beschaafdheid","0.0",""
"7642","beschaamdheid","0.0",""
"7643","beschaming","0.0",""
"7644","beschaving","1.0",""
"7645","beschavingsgeschiedenis","1.0",""
"7646","beschavingsniveau","0.0",""
"7647","beschavingsoffensief","1.0","offensief om beschaving bij te brengen"
"7648","beschavingspeil","1.0","mate van beschaving"
"7649","beschavingsproces","0.0",""
"7650","beschavingsziekte","0.0",""
"7651","bescheidenheid","1.0",""
"7652","beschermheerschap","1.0",""
"7653","bescherming","1.0",""
"7654","beschermingsbeleid","0.0",""
"7655","beschermingsbesluit","1.0",""
"7656","beschermingsgebied","1.0",""
"7657","beschermingsniveau","1.0",""
"7658","beschermwaardigheid","1.0","het beschermwaardig zijn"
"7659","beschieting","1.0",""
"7660","beschikbaarheid","1.0",""
"7661","beschikbaarstelling","1.0",""
"7662","beschikking","1.0",""
"7663","beschikkingsrecht","1.0",""
"7664","beschildering","1.0",""
"7665","beschimping","0.0",""
"7666","beschoeiing","1.0",""
"7667","beschouwelijkheid","0.0",""
"7668","beschouwing","1.0",""
"7669","beschrevene","1.0",""
"7670","beschrijving","1.0",""
"7671","beschroomdheid","0.0",""
"7672","beschuldiging","1.0",""
"7673","besef","1.0",""
"7674","BES-eiland","1.0","Bonaire, Sint Eustatius of Saba"
"7675","beslaglegging","1.0",""
"7676","beslechting","1.0",""
"7677","beslismoment","1.0","tijdstip voor een beslissing"
"7678","beslissing","1.0",""
"7679","beslissingsbevoegdheid","1.0","bevoegdheid om beslissingen te nemen"
"7680","beslissingsduel","1.0",""
"7681","beslissingsorgaan","0.0",""
"7682","beslissingspartij","0.0",""
"7683","beslissingsproces","1.0",""
"7684","beslissingsrecht","1.0","recht om beslissingen te nemen"
"7685","beslissingsvrijheid","0.0",""
"7686","beslissingswedstrijd","1.0","wedstrijd die bepalend is voor een positie"
"7687","beslistermijn","1.0","termijn waarbinnen moet worden beslist"
"7688","beslistheid","1.0",""
"7689","beslommering","1.0",""
"7690","beslotenheid","1.0",""
"7691","besluit","1.0",""
"7692","besluiteloosheid","1.0",""
"7693","besluitvaardigheid","1.0",""
"7694","besluitvormingsprocedure","1.0",""
"7695","besluitvormingsproces","1.0",""
"7696","besluitvormingsstructuur","0.0",""
"7697","besmettelijkheid","1.0",""
"7698","besmetting","1.0",""
"7699","besmettingsgevaar","1.0",""
"7700","besmettingsgeval","0.0",""
"7701","besmettingskans","0.0",""
"7702","besmettingsrisico","1.0",""
"7703","besnoeiing","1.0",""
"7704","besomming","1.0",""
"7705","bespanning","1.0",""
"7706","besparing","1.0",""
"7707","besparingsbeleid","1.0",""
"7708","besparingsmogelijkheid","1.0","mogelijkheid tot besparing"
"7709","besparingsoperatie","0.0",""
"7710","besparingsplan","1.0",""
"7711","besparingsronde","0.0",""
"7712","bespeling","1.0",""
"7713","bespieding","0.0",""
"7714","bespiegeling","1.0",""
"7715","bespoediging","0.0",""
"7716","bespotting","1.0",""
"7717","bespraaktheid","0.0",""
"7718","bespreekbaarheid","0.0",""
"7719","bespreking","1.0",""
"7720","besproeiing","1.0",""
"7721","bespuiting","1.0",""
"7722","bessemerproces","",""
"7723","bestaan","",""
"7724","bestaansminimum","1.0",""
"7725","bestaansniveau","0.0",""
"7726","bestaansonzekerheid","1.0",""
"7727","bestaansrecht","1.0",""
"7728","bestaansverheldering","1.0",""
"7729","bestaansvoorwaarde","1.0",""
"7730","bestaansvorm","0.0",""
"7731","bestaanszekerheid","1.0",""
"7732","bestaanszin","0.0",""
"7733","bestand","",""
"7734","bestandheid","0.0",""
"7735","bestandsformaat","1.0",""
"7736","bestandsorganisatie","0.0",""
"7737","bestandsovereenkomst","0.0",""
"7738","bestandsschending","0.0",""
"7739","bestandsvergelijking","0.0",""
"7740","bestandsvervuiling","0.0",""
"7741","bestandsvoorwaarde","0.0",""
"7742","besteding","1.0",""
"7743","bestedingsbeperking","0.0",""
"7744","bestedingsdruk","0.0",""
"7745","bestedingsimpuls","0.0",""
"7746","bestedingsmogelijkheid","0.0",""
"7747","bestedingsoverleg","0.0",""
"7748","bestedingspolitiek","0.0",""
"7749","bestedingsvrijheid","0.0",""
"7750","besteldienst","1.0",""
"7751","bestelling","1.0",""
"7752","bestelproces","1.0",""
"7753","bestemming","1.0",""
"7754","bestemmingsbeperking","0.0",""
"7755","bestemmingsheffing","1.0",""
"7756","bestemmingsplan","1.0",""
"7757","bestemmingsplanprocedure","0.0",""
"7758","bestemmingsplanwijziging","0.0",""
"7759","bestemmingsverkeer","0.0",""
"7760","bestemmingswijziging","0.0",""
"7761","bestempeling","0.0",""
"7762","bestendigheid","1.0",""
"7763","bestendiging","1.0",""
"7764","bestialiteit","1.0",""
"7765","bestiering","0.0",""
"7766","bestijging","0.0",""
"7767","bestorming","1.0",""
"7768","bestraffing","1.0",""
"7769","bestraling","1.0",""
"7770","bestralingsbehandeling","0.0",""
"7771","bestrating","1.0",""
"7772","bestrijding","1.0",""
"7773","bestrijdingsmethode","1.0",""
"7774","bestrijdingsmiddelengebruik","0.0",""
"7775","bestrijdingsmiddelenwet","1.0",""
"7776","bestrijdingsprogramma","0.0",""
"7777","bestrijdingssoftware","1.0",""
"7778","besttijd","1.0","de snelste tijd bij een sportprestatie"
"7779","bestudering","1.0",""
"7780","bestuiving","1.0",""
"7781","besturenbond","0.0",""
"7782","besturenorganisatie","1.0",""
"7783","besturing","1.0",""
"7784","besturingsprogramma","1.0",""
"7785","besturingssoftware","1.0","software voor computerbesturing"
"7786","besturingssysteem","1.0",""
"7787","bestuur","1.0",""
"7788","bestuurbaarheid","1.0",""
"7789","bestuurderspartij","0.0",""
"7790","bestuurdersstoel","1.0",""
"7791","bestuursaansprakelijkheid","0.0",""
"7792","bestuursapparaat","1.0",""
"7793","bestuursbeleid","0.0",""
"7794","bestuursbesluit","1.0",""
"7795","bestuursbevoegdheid","1.0","bevoegdheid van een bestuur e.d."
"7796","bestuursconflict","0.0",""
"7797","bestuurscrisis","1.0",""
"7798","bestuurscultuur","1.0",""
"7799","bestuursdienst","1.0",""
"7800","bestuursdwang","1.0",""
"7801","bestuurservaring","1.0",""
"7802","bestuursfunctie","1.0",""
"7803","bestuurshandeling","0.0",""
"7804","bestuurshervorming","0.0",""
"7805","bestuurskracht","1.0",""
"7806","bestuurslidmaatschap","1.0",""
"7807","bestuursmandaat","0.0",""
"7808","bestuursniveau","1.0",""
"7809","bestuursobesitas","1.0","overdreven neiging tot beleid maken"
"7810","bestuursorgaan","1.0",""
"7811","bestuursorganisatie","0.0",""
"7812","bestuursovereenkomst","1.0",""
"7813","bestuursperiode","1.0","begrensde periode voor bestuur"
"7814","bestuursprobleem","0.0",""
"7815","bestuursprocesrecht","0.0",""
"7816","bestuursprogramma","0.0",""
"7817","bestuursrecht","1.0",""
"7818","bestuurssamenstelling","0.0",""
"7819","bestuursstructuur","1.0",""
"7820","bestuurssysteem","1.0",""
"7821","bestuurstaak","1.0",""
"7822","bestuurstaal","1.0",""
"7823","bestuursverandering","0.0",""
"7824","bestuursverantwoordelijkheid","1.0",""
"7825","bestuursvergadering","1.0",""
"7826","bestuursverkiezing","1.0",""
"7827","bestuursvoorstel","0.0",""
"7828","bestuursvorm","1.0",""
"7829","bestuurswerk","1.0",""
"7830","bestuurswetenschap","1.0",""
"7831","bestuurswijziging","0.0",""
"7832","bestuurswisseling","1.0",""
"7833","bestuurszaak","1.0",""
"7834","BES-wetgeving","1.0",""
"7835","betaalbaarheid","1.0",""
"7836","betaalbaarstelling","0.0",""
"7837","betaaldienst","1.0",""
"7838","betaaldvoetbalclub","1.0","voetbalclub voor profvoetballers"
"7839","betaaldvoetbalvereniging","1.0","voetbalvereniging voor profvoetballers"
"7840","betaalkanaal","1.0","betaalzender"
"7841","betaalmuur","1.0","voorziening voor info na betaling"
"7842","betaalopdracht","0.0",""
"7843","betaalrekening","0.0",""
"7844","betaalsysteem","1.0",""
"7845","betaaltechnologie","1.0","technologie bij betaaltransacties"
"7846","betaaltelevisie","1.0","systeem waarbij kijkers betalen voor televisie"
"7847","betaal-tv","1.0","betaaltelevisie"
"7848","betaalverkeer","0.0",""
"7849","betaalzender","1.0","zender waarvoor betaald moet worden"
"7850","betaling","1.0",""
"7851","betalingsachterstand","1.0",""
"7852","betalingsbalans","1.0",""
"7853","betalingsbalansprobleem","0.0",""
"7854","betalingsbalanstekort","0.0",""
"7855","betalingsgedrag","0.0",""
"7856","betalingsmoeilijkheden","1.0","moeilijkheden met betaling"
"7857","betalingsopdracht","1.0",""
"7858","betalingsplicht","0.0",""
"7859","betalingsprobleem","1.0",""
"7860","betalingssysteem","1.0",""
"7861","betalingsverkeer","1.0",""
"7862","betalingsverplichting","1.0","verplichting om iets te betalen"
"7863","betalingsvoorwaarde","1.0",""
"7864","betamelijkheid","0.0",""
"7865","b\u00E8tarichting","",""
"7866","betasting","0.0",""
"7867","b\u00E8tastudie","0.0",""
"7868","b\u00E8tavak","1.0",""
"7869","b\u00E8tawetenschap","1.0",""
"7870","betegeling","0.0",""
"7871","betekenaar","1.0",""
"7872","betekening","1.0",""
"7873","betekenis","1.0",""
"7874","betekenisgeving","1.0",""
"7875","betekenisloosheid","0.0",""
"7876","betekenisomschrijving","0.0",""
"7877","betekenisontwikkeling","0.0",""
"7878","betekenisoverdracht","0.0",""
"7879","betekenisverandering","0.0",""
"7880","betekenisverlening","0.0",""
"7881","betekenisverschil","0.0",""
"7882","betekenisvorming","0.0",""
"7883","betering","0.0",""
"7884","beterschap","1.0",""
"7885","beteugeling","1.0",""
"7886","beteuterdheid","0.0",""
"7887","betichting","1.0",""
"7888","betimmering","1.0",""
"7889","betiteling","1.0",""
"7890","betoelaging","1.0","subsidie"
"7891","betoging","1.0",""
"7892","betogingsverbod","1.0","verbod om een betoging te houden"
"7893","betonfabriek","1.0",""
"7894","betoog","1.0",""
"7895","betoon","0.0",""
"7896","betovering","1.0",""
"7897","betrapping","1.0",""
"7898","betreding","0.0",""
"7899","betrekkelijkheid","1.0",""
"7900","betrekking","1.0",""
"7901","betrokkenheid","1.0",""
"7902","betrouwbaarheid","1.0",""
"7903","betrouwbaarheidsrit","1.0",""
"7904","betuiging","1.0",""
"7905","betutteling","1.0",""
"7906","Betuweroute","0.0",""
"7907","betweterigheid","1.0",""
"7908","betwisting","1.0",""
"7909","beuk","C.1.0","harde klap of stoot"
"7910","beulenwerk","",""
"7911","beulswerk","",""
"7912","beursapparaat","0.0",""
"7913","beursbarometer","1.0",""
"7914","beursbedrijf","1.0",""
"7915","beursbelasting","0.0",""
"7916","beursbezoek","1.0",""
"7917","beurscrisis","0.0",""
"7918","beursdag","1.0","handelsdag op de beurs"
"7919","beursfraude","1.0",""
"7920","beursgraadmeter","1.0",""
"7921","beurshervorming","0.0",""
"7922","beurshuis","0.0",""
"7923","beursjaar","1.0",""
"7924","beursklimaat","1.0",""
"7925","beurskoers","1.0",""
"7926","beurslidmaatschap","0.0",""
"7927","beursmaand","1.0",""
"7928","beursmarkt","0.0",""
"7929","beursnotering","1.0",""
"7930","beursomzet","1.0",""
"7931","beursonderneming","0.0",""
"7932","beursonderzoek","0.0",""
"7933","beursontwikkeling","0.0",""
"7934","beursorganisatie","0.0",""
"7935","beurspartij","0.0",""
"7936","beursplan","1.0",""
"7937","beursrecord","0.0",""
"7938","beursschandaal","0.0",""
"7939","beursstemming","0.0",""
"7940","beurssysteem","1.0",""
"7941","beurstaal","0.0",""
"7942","beurstaks","0.0",""
"7943","beurstransactie","1.0",""
"7944","beursvennootschap","1.0",""
"7945","beursverrichting","1.0",""
"7946","beurswaakhond","1.0","toezichthouder op de beurshandel"
"7947","beurswaarde","1.0",""
"7948","beurswaardering","0.0",""
"7949","beursweek","1.0","handelsweek op de beurs"
"7950","beurswereld","1.0",""
"7951","beurszeepbel","1.0",""
"7952","beurt","1.0",""
"7953","beurtstaking","0.0",""
"7954","beurtsysteem","0.0",""
"7955","beurzenstelsel","1.0",""
"7956","beuzelarij","1.0",""
"7957","beuzelpraat","0.0",""
"7958","bevaarbaarheid","1.0",""
"7959","bevak","1.0",""
"7960","bevalling","1.0",""
"7961","bevallingsdatum","1.0","datum waarop een zwangere vrouw bevalt"
"7962","bevallingsuitkering","0.0",""
"7963","bevallingsverlof","1.0",""
"7964","bevangenheid","0.0",""
"7965","bevattingsvermogen","1.0",""
"7966","bevedering","0.0",""
"7967","beveiliging","1.0",""
"7968","beveiligingsadvies","0.0",""
"7969","beveiligingsbedrijf","1.0",""
"7970","beveiligingsbeleid","0.0",""
"7971","beveiligingsdienst","1.0",""
"7972","beveiligingsniveau","0.0",""
"7973","beveiligingsorganisatie","1.0",""
"7974","beveiligingsplan","1.0",""
"7975","beveiligingssoftware","1.0",""
"7976","beveiligingssysteem","1.0",""
"7977","beveiligingstaak","0.0",""
"7978","bevel","1.0",""
"7979","bevelhebberschap","0.0",""
"7980","bevelsstructuur","1.0",""
"7981","bevelvoering","1.0",""
"7982","beverigheid","0.0",""
"7983","bevestiging","1.0",""
"7984","bevestigingstest","0.0",""
"7985","bevindelijkheid","0.0",""
"7986","bevinding","1.0",""
"7987","beving","1.0",""
"7988","bevissing","1.0","het bevissen"
"7989","bevlekking","0.0",""
"7990","bevlieging","1.0",""
"7991","bevloeiing","1.0",""
"7992","bevloeiingssysteem","1.0",""
"7993","bevlogenheid","1.0",""
"7994","bevochtiging","1.0",""
"7995","bevoegdhedenverdeling","0.0",""
"7996","bevoegdheid","1.0",""
"7997","bevoegdheidsconflict","0.0",""
"7998","bevoegdheidseis","0.0",""
"7999","bevoegdheidsverdeling","0.0",""
"8000","bevolkingsaangroei","0.0",""
"8001","bevolkingsaantal","1.0",""
"8002","bevolkingsbeleid","1.0",""
"8003","bevolkingsboekhouding","0.0",""
"8004","bevolkingsconferentie","0.0",""
"8005","bevolkingsdienst","1.0",""
"8006","bevolkingsdruk","1.0",""
"8007","bevolkingsexplosie","1.0",""
"8008","bevolkingsgroei","1.0",""
"8009","bevolkingsgrootte","0.0",""
"8010","bevolkingsonderzoek","1.0",""
"8011","bevolkingsontwikkeling","1.0",""
"8012","bevolkingsopbouw","1.0",""
"8013","bevolkingspolitiek","1.0",""
"8014","bevolkingsproblematiek","0.0",""
"8015","bevolkingsprognose","1.0",""
"8016","bevolkingssamenstelling","1.0",""
"8017","bevolkingstoename","1.0",""
"8018","bevolkingsvraagstuk","1.0",""
"8019","bevoogding","1.0",""
"8020","bevoordeling","1.0",""
"8021","bevooroordeeldheid","0.0",""
"8022","bevooroordeling","0.0",""
"8023","bevoorrading","1.0",""
"8024","bevoorradingsroute","0.0",""
"8025","bevoorradingszekerheid","1.0","garantie dat product voorradig blijft"
"8026","bevoorrechting","0.0",""
"8027","bevrachter","1.0",""
"8028","bevrachting","0.0",""
"8029","bevraging","1.0",""
"8030","bevrediging","1.0",""
"8031","bevreemding","1.0",""
"8032","bevreesdheid","0.0",""
"8033","bevriezing","1.0",""
"8034","bevrijding","1.0",""
"8035","bevrijdingsactie","0.0",""
"8036","bevrijdingsbeweging","1.0",""
"8037","bevrijdingsconcert","0.0",""
"8038","bevrijdingsfeest","1.0",""
"8039","bevrijdingsfestival","1.0",""
"8040","bevrijdingsleger","1.0",""
"8041","bevrijdingsoorlog","1.0",""
"8042","bevrijdingsorganisatie","1.0",""
"8043","bevrijdingsstrijd","1.0",""
"8044","bevruchting","1.0",""
"8045","bevuiling","1.0",""
"8046","bewaakster","4.1","instelling"
"8047","bewaardrift","0.0",""
"8048","bewaargeving","1.0",""
"8049","bewaarmiddel","0.0",""
"8050","bewaarneming","0.0",""
"8051","bewaarplaats","1.0",""
"8052","bewaarplicht","1.0","plicht om data te bewaren"
"8053","bewaarschool","1.0","kleuterschool"
"8054","bewaarstelling","0.0",""
"8055","bewaartemperatuur","1.0",""
"8056","bewaartermijn","1.0","termijn met een bewaarverplichting"
"8057","bewaartijd","1.0","tijd dat men iets kan bewaren"
"8058","bewaker","5.0","toezichthoudende instelling"
"8059","bewaking","1.0",""
"8060","bewakingsdienst","1.0",""
"8061","bewakingssysteem","1.0",""
"8062","bewapening","1.0",""
"8063","bewapeningsindustrie","0.0",""
"8064","bewapeningsplan","1.0",""
"8065","bewapeningsprogramma","1.0",""
"8066","bewapeningsrace","0.0",""
"8067","bewaring","1.0",""
"8068","bewassing","0.0",""
"8069","beweegarmoede","1.0","ernstig gebrek aan beweging"
"8070","beweeglijkheid","1.0",""
"8071","beweegsnack","1.0","moment tussendoor voor beweging"
"8072","beweegtussendoortje","1.0","moment tussendoor voor beweging"
"8073","beweeg-vmbo","1.0","vmbo met extra sportlessen"
"8074","beweegzorg","1.0","zorg m.b.t. het bewegingsapparaat"
"8075","bewegelijkheid","0.0",""
"8076","beweging","1.0",""
"8077","bewegingloosheid","1.0",""
"8078","bewegingsactiviteit","0.0",""
"8079","bewegingsapparaat","1.0",""
"8080","bewegingsarmoede","1.0","ernstig gebrek aan beweging"
"8081","bewegingsbeperking","1.0",""
"8082","bewegingscompositie","0.0",""
"8083","bewegingsdrang","0.0",""
"8084","bewegingskunst","0.0",""
"8085","bewegingsonderwijs","0.0",""
"8086","bewegingsoorlog","0.0",""
"8087","bewegingsrichting","1.0",""
"8088","bewegingsstoornis","1.0",""
"8089","bewegingsstuk","0.0",""
"8090","bewegingssysteem","1.0",""
"8091","bewegingstaal","1.0",""
"8092","bewegingstherapie","1.0",""
"8093","bewegingstussendoortje","1.0","moment tussendoor voor beweging"
"8094","bewegingsvoorstelling","0.0",""
"8095","bewegingsvrijheid","1.0",""
"8096","bewegingswetenschap","1.0",""
"8097","bewegwijzering","1.0",""
"8098","beweiding","1.0",""
"8099","bewening","0.0",""
"8100","bewerkelijkheid","0.0",""
"8101","bewerktuiging","0.0",""
"8102","bewezenverklaring","0.0",""
"8103","bewieroking","0.0",""
"8104","bewijs","1.0",""
"8105","bewijsbaarheid","0.0",""
"8106","bewijsgaring","0.0",""
"8107","bewijskracht","1.0",""
"8108","bewijslast","1.0",""
"8109","bewijsmiddel","1.0",""
"8110","bewijspositie","0.0",""
"8111","bewijsprobleem","1.0",""
"8112","bewijsrecht","0.0",""
"8113","bewijsvoering","1.0",""
"8114","bewilliging","0.0",""
"8115","bewilligingsverklaring","1.0",""
"8116","bewind","1.0",""
"8117","bewogenheid","1.0",""
"8118","bewolkingsgraad","0.0",""
"8119","bewondering","1.0",""
"8120","bewonersorganisatie","1.0",""
"8121","bewonersparticipatie","0.0",""
"8122","bewonersvereniging","1.0","belangenvereniging voor bewoners"
"8123","bewonersvergadering","0.0",""
"8124","bewoning","1.0",""
"8125","bewoningsgeschiedenis","0.0",""
"8126","bewoonbaarheid","0.0",""
"8127","bewoording","1.0",""
"8128","bewusteloosheid","1.0",""
"8129","bewustheid","0.0",""
"8130","bewustmaking","1.0",""
"8131","bewustwording","1.0",""
"8132","bewustwordingsproces","1.0",""
"8133","bewustwordingsproject","0.0",""
"8134","bewustzijn","1.0",""
"8135","bewustzijnsbeweging","0.0",""
"8136","bewustzijnsdaling","0.0",""
"8137","bewustzijnsgraad","0.0",""
"8138","bewustzijnsinhoud","0.0",""
"8139","bewustzijnsniveau","1.0",""
"8140","bewustzijnsproces","0.0",""
"8141","bewustzijnsstroom","0.0",""
"8142","bewustzijnstoestand","1.0",""
"8143","bewustzijnsverandering","0.0",""
"8144","bewustzijnsverlies","1.0",""
"8145","bewustzijnsvernauwing","0.0",""
"8146","bewustzijnsverruiming","1.0",""
"8147","bezaaiing","0.0",""
"8148","bezadigdheid","0.0",""
"8149","bezegeling","1.0",""
"8150","bezeildheid","0.0",""
"8151","bezetenheid","1.0",""
"8152","bezetting","1.0",""
"8153","bezettingsactie","0.0",""
"8154","bezettingsgeschiedenis","0.0",""
"8155","bezettingsgraad","1.0",""
"8156","bezettingsjaar","1.0",""
"8157","bezettingsmaatregel","0.0",""
"8158","bezettingspolitiek","0.0",""
"8159","bezichtiging","1.0",""
"8160","bezieldheid","0.0",""
"8161","bezieling","1.0",""
"8162","bezigheid","1.0",""
"8163","bezigheidstherapie","1.0",""
"8164","bezinking","1.0",""
"8165","bezinkingssnelheid","0.0",""
"8166","bezinning","1.0",""
"8167","bezinningsdag","1.0",""
"8168","bezinningsperiode","1.0","periode waarin men zich bezint"
"8169","bezit","1.0",""
"8170","bezitneming","0.0",""
"8171","bezitsactie","0.0",""
"8172","bezitsdrang","1.0",""
"8173","bezitsrecht","0.0",""
"8174","bezitsverhouding","0.0",""
"8175","bezitsvorming","0.0",""
"8176","bezoedeling","1.0",""
"8177","bezoek","1.0",""
"8178","bezoekdag","1.0",""
"8179","bezoekdatum","0.0",""
"8180","bezoekersaantal","1.0",""
"8181","bezoekersstroom","1.0",""
"8182","bezoeking","1.0",""
"8183","bezoekrecht","1.0",""
"8184","bezoekregeling","1.0",""
"8185","bezoektijd","1.0","periode voor bezoek in een instelling"
"8186","bezoekuur","1.0","uur voor bezoek in een instelling"
"8187","bezoldiging","1.0",""
"8188","bezonkenheid","0.0",""
"8189","bezonnenheid","0.0",""
"8190","bezonning","0.0",""
"8191","bezorgdheid","1.0",""
"8192","bezorgdienst","1.0",""
"8193","bezorging","1.0",""
"8194","bezorgschaamte","1.0","schaamte pakjes te laten bezorgen"
"8195","bezuiniging","1.0",""
"8196","bezuinigingsafspraak","0.0",""
"8197","bezuinigingsbedrag","1.0",""
"8198","bezuinigingsbeleid","1.0","beleid met bezuinigingsmaatregelen"
"8199","bezuinigingsdoelstelling","1.0","doelstelling van bezuiniging"
"8200","bezuinigingsdrift","0.0",""
"8201","bezuinigingsdruk","0.0",""
"8202","bezuinigingsmogelijkheid","0.0",""
"8203","bezuinigingsopdracht","0.0",""
"8204","bezuinigingsoperatie","1.0",""
"8205","bezuinigingsoverweging","1.0",""
"8206","bezuinigingsplan","1.0",""
"8207","bezuinigingspolitiek","0.0",""
"8208","bezuinigingspost","0.0",""
"8209","bezuinigingsprogramma","1.0",""
"8210","bezuinigingsronde","1.0",""
"8211","bezuinigingsvoorstel","1.0",""
"8212","bezuinigingswoede","1.0","overdreven zucht om te bezuinigen"
"8213","bezwaar","1.0",""
"8214","bezwaarfase","0.0",""
"8215","bezwaarprocedure","",""
"8216","bezwaarschriftenprocedure","",""
"8217","bezwaarschriftprocedure","",""
"8218","bezwaarsysteem","1.0",""
"8219","bezwarenprocedure","",""
"8220","bezwering","1.0",""
"8221","B-film","1.0",""
"8222","BGJG","0.0",""
"8223","BGL","1.0","beschikking geen loonheffingen"
"8224","Bhagwanbeweging","1.0",""
"8225","bhangra","1.0","Brits-Indiase dansmuziek"
"8226","bi+","2.0","iemand die op meerdere genders valt"
"8227","biatlon","1.0","wedstrijd met twee onderdelen"
"8228","bibliomanie","1.0","boekengekte"
"8229","bibliotheekautomatisering","0.0",""
"8230","bibliotheekbeleid","0.0",""
"8231","bibliotheekbezoek","1.0","bezoek aan een bibliotheek"
"8232","bibliotheekschool","1.0","school voor bibliotheekopleiding"
"8233","bibliotheekstelsel","0.0",""
"8234","bibliotheeksysteem","1.0",""
"8235","bibliotheekvoorziening","0.0",""
"8236","bibliotheekwereld","0.0",""
"8237","bibliotheekwerk","1.0",""
"8238","bibliotheekwerking","0.0",""
"8239","bic \u00AE/BIC","B.1.0","Bank Identifier Code"
"8240","bicepsblessure","1.0","blessure aan de biceps"
"8241","biddag","1.0",""
"8242","bieb","",""
"8243","biechtgeheim","1.0",""
"8244","biechtsite","1.0","website waarop men kan biechten"
"8245","biechtwebsite","1.0","website waarop men kan biechten"
"8246","biedermeier","1.0","stijlperiode en kunststijl"
"8247","biedermeierperiode","1.0","stijlperiode van ca. 1815-1850"
"8248","biedermeiertijd","1.0","stijlperiode van ca. 1815-1850"
"8249","bieding","1.0",""
"8250","biedperiode","1.0","periode waarin men kan bieden"
"8251","biedsysteem","1.0",""
"8252","biedverloop","0.0",""
"8253","bieperaanval","1.0","aanval mbv pieper met explosieven"
"8254","bierconsumptie","1.0",""
"8255","bierfabrikant","0.0",""
"8256","bierkaai","1.0","onoverwinlijke tegenstander"
"8257","biermarkt","1.0",""
"8258","bieromzet","0.0",""
"8259","bierproducent","0.0",""
"8260","bierproductie","0.0",""
"8261","biersafari","0.0",""
"8262","bierspa","1.0","wellnesscentrum rondom bier"
"8263","bierverbruik","1.0",""
"8264","bierverkoop","1.0","verkoop van bier"
"8265","bierviltjesberekening","1.0","onzorgvuldige berekening"
"8266","bietencampagne","0.0",""
"8267","bietenteelt","1.0","teelt van bieten"
"8268","biflatie","1.0","tegelijk optredende inflatie en deflatie"
"8269","bifobie","1.0","fobie voor biseksualiteit"
"8270","bigamie","1.0","dubbele echt"
"8271","bigbandmuziek","0.0",""
"8272","bigbangtheorie","0.0",""
"8273","big brother","3.0","dominante organisatie"
"8274","bigbrothermaatschappij","1.0","maatschappij die burgers controleert"
"8275","bigbrothersyndroom","1.0","gevoel in de gaten gehouden te worden"
"8276","big business","1.0","bedrijfstak met grote omzet"
"8277","bigorexia","1.0","obsessie met eigen spierontwikkeling"
"8278","BIG-register","1.0","register voor gezondheidswerkers"
"8279","big smile","1.0","grote grijns"
"8280","bijbaan","1.0",""
"8281","bijbedoeling","1.0",""
"8282","Bijbel","1.0",""
"8283","Bijbelkennis","",""
"8284","Bijbellezing","",""
"8285","Bijbelstudie","",""
"8286","Bijbeltaal","",""
"8287","Bijbelverhaal","",""
"8288","Bijbelvertaling","",""
"8289","Bijbelwetenschap","0.0",""
"8290","bijberoep","1.0",""
"8291","bijbetaling","1.0",""
"8292","bijbetekenis","1.0",""
"8293","bijbetrekking","0.0",""
"8294","bijdrage","1.0",""
"8295","bijdrageregeling","1.0",""
"8296","bijdragevermindering","0.0",""
"8297","bijeenkomst","1.0",""
"8298","bijeenroeping","1.0",""
"8299","bijeenvoeging","0.0",""
"8300","bijenteelt","1.0","teelt van bijen"
"8301","bijgedachte","1.0",""
"8302","bijgeloof","1.0",""
"8303","bijgelovigheid","0.0",""
"8304","bijgeluid","1.0",""
"8305","bijholteontsteking","0.0",""
"8306","bijkomstigheid","1.0",""
"8307","bijkrediet","0.0",""
"8308","bijleenhypotheek","1.0","hypotheek"
"8309","bijlegfuif","1.0","feest met zelf meegebrachte lekkernijen"
"8310","bijlegging","0.0",""
"8311","bijlegparty","1.0","feest met zelf meegebrachte lekkernijen"
"8312","bijles","1.0",""
"8313","bijmenging","1.0",""
"8314","bijmengverplichting","1.0","verplichting tot bijmengen i.v.m. milieu"
"8315","bijna-akkoord","0.0",""
"8316","bijnaam","1.0",""
"8317","bijna-botsing","0.0",""
"8318","bijna-crisis","0.0",""
"8319","bijna-doodervaring","1.0",""
"8320","bijna-kabinetscrisis","0.0",""
"8321","bijna-monoloog","0.0",""
"8322","bijna-ongeluk","1.0","ongeluk dat bijna plaatsgevonden heeft"
"8323","bijna-ongeval","1.0","ongeval dat bijna plaatsgevonden heeft"
"8324","bijna-ramp","1.0","ramp die bijna plaatsgevonden heeft"
"8325","bijna-thuishuis","1.0","instelling voor terminale zorg"
"8326","bijproduct","1.0",""
"8327","bijprogramma","1.0",""
"8328","bijschaduw","0.0",""
"8329","bijscholing","1.0",""
"8330","bijscholingscursus","1.0",""
"8331","bijscholingsprogramma","0.0",""
"8332","bijschrijving","1.0",""
"8333","bijslaap","1.0","geslachtsgemeenschap"
"8334","bijstand","1.0",""
"8335","bijstandsbesluit","0.0",""
